f_effective Mass
65.9953015029 0.0026776562389
66.2613732677 0.0026806896891
66.3583168529 0.00273734982193
66.3652462789 0.00275013085661
66.4169696648 0.00277777263443
66.5324346483 0.00280186550585
66.7002148931 0.00280858230122
66.7531831374 0.002835357114
66.9587166743 0.00287382571408
67.0913864409 0.0029234414559
67.1184253483 0.00293240238281
67.1322275922 0.00294319556504
67.2536175888 0.00297911337049
67.4987175103 0.00301901424422
67.5293492103 0.00303283757469
67.6651252702 0.00306695222957
67.7055319233 0.00307556377657
67.802500423 0.00310734469329
67.9648152495 0.00313528127462
68.0341163293 0.0031787862555
68.0969615754 0.00318724439978
68.241972603 0.00321613334894
68.2821693534 0.00326702839545
68.431884389 0.00329611950898
68.5605830573 0.00330532045271
68.6225437221 0.00333836342218
68.7158993529 0.00335778540005
68.8952878957 0.00339188840628
69.0333073644 0.00340818451119
69.1111941694 0.00346572794073
69.2542364411 0.00350219042784
69.3884867754 0.00352939171558
69.5278686965 0.00355310069014
69.6300486415 0.00359355194258
69.729084003 0.00360691348264
69.8086976451 0.00364250125678
69.9947097138 0.00364832719183
70.033301045 0.00370085142913
70.1334781963 0.00377960218503
70.2717878942 0.00378138697874
70.4114584825 0.00381293369977
70.5406418117 0.00383375599177
70.6261300842 0.00386058768942
70.812111655 0.00388978537273
70.9189445477 0.00392318618197
70.9708245036 0.00399860320797
71.2157952905 0.00404532529406
71.3564410506 0.00408133496648
71.4691553188 0.00411503417038
71.52675964 0.00414373320213
71.6844026555 0.0041992609747
71.7963644385 0.00421064156902
71.904238325 0.00427823563451
72.0625574452 0.00433131190623
72.1145652633 0.00436094836572
72.1718245059 0.00441385411048
72.2645189757 0.00444504366932
72.3826242345 0.00449820472442
72.5029385069 0.004530597713
72.6839308651 0.00458412557371
72.7088098353 0.00462973006441
72.8558115592 0.00465513046882
72.9477376264 0.00471187145853
73.1676770195 0.00478678879694
73.1726555267 0.0048401884029
73.3589575172 0.00486237210739
73.4582405918 0.00491251651513
73.5139370175 0.00494818164108
73.5958593225 0.00504253638449
73.6877517285 0.00507742205873
73.9239910444 0.00512937823584
74.0376595715 0.00514512333256
74.1060218591 0.00520435573539
74.3121036651 0.00526043659649
74.3690215446 0.00531336060949
74.4600930278 0.0053513693046
74.6079761298 0.00540573887121
74.6246994441 0.00550992589736
74.7224553059 0.00557846426208
74.9099460092 0.00562567004979
75.1018724008 0.00571851498373
75.1387971178 0.00572783626081
75.2276031692 0.00579219664331
75.3442808848 0.00586121554115
75.5381812385 0.00590815419879
75.6073312277 0.00602155592079
75.789834463 0.00610294862812
76.1248775884 0.00611785999531
76.1917825637 0.0061348129895
76.2441358851 0.00632355730329
76.28579474 0.00640116969543
76.4128078537 0.0064743224213
76.4300567348 0.00656560767262
76.6311569885 0.00668036453244
76.8424490935 0.00671933427305
76.9131826218 0.00676013880708
77.0017440437 0.00680239106207
77.108090939 0.00684782596882
77.1914834133 0.00696906478019
77.3900211846 0.00707154266343
77.4404136329 0.00719940501694
77.559697127 0.0072424928929
77.7291237475 0.00735501819634
77.7708649559 0.0074836041514
77.8706830407 0.00755950614645
78.0511962137 0.00768806890657
78.1078959701 0.00779596390115
78.3118492162 0.00787091079778
78.5185844588 0.00791771526059
78.5874314978 0.0079853475513
78.6976045851 0.00813355884755
78.9014637574 0.00823827880005
78.9567908693 0.00836873524091
79.1078645463 0.00840424468147
79.1901282421 0.00851827362743
79.2640289127 0.00877622592967
79.4236129273 0.00882754654429
79.4904821555 0.00890709430275
79.6192790307 0.00896453307561
79.7702831942 0.00907750516872
79.9978012944 0.00909713043169
80.1102292089 0.00932477532072
80.1548888887 0.00943099563248
80.3038347181 0.00955953742016
80.4493364719 0.00966352936225
80.4958445321 0.00988647008317
80.8206951865 0.00994915202022
81.001963983 0.0100913011473
81.1062406839 0.0102702534215
81.3205458376 0.0103794274701
81.3911342886 0.0104499871539
81.5145075811 0.0108210809918
81.6120802132 0.0109496443338
81.8003081351 0.0111145210027
81.8469370333 0.0113367429846
82.0031011282 0.0114478541015
82.0248312752 0.0116035962871
82.3189037572 0.0118668882229
82.4469555316 0.0119982033078
82.5718187983 0.0120899049936
82.6706429505 0.0122979124438
82.843535899 0.0127003732818
82.9300199172 0.0128041427623
82.994438057 0.0129492193724
83.1956863784 0.0132676669633
83.2922040047 0.0133464530375
83.4556636645 0.0136180828585
83.5800024358 0.013924100125
83.7847941759 0.0143209071411
83.8863435621 0.0143515891029
83.9883477406 0.0145393681692
84.1684499394 0.0150516555491
84.2230454304 0.0151851741171
84.3097578346 0.0154198466909
84.5003951707 0.0155620533201
84.6510056422 0.0156476931069
84.657065478 0.0161902011722
84.9360628712 0.0163850322876
85.1007563429 0.0165662228054
85.2951347791 0.0169001155966
85.4258588654 0.0172222743134
85.5979638504 0.0174206466528
85.6831929626 0.0175997656998
85.8208128446 0.0178224957212
85.9879944923 0.0185897894405
86.2027115232 0.0186938657325
86.3442269271 0.0189916753177
86.4394228589 0.0194863524684
86.5093253657 0.0201361872035
86.6756727947 0.0204157659809
86.8329437698 0.0205190224161
86.9169159256 0.0209529950083
87.0820739825 0.0217551012166
87.1574232951 0.0217928347609
87.3202705782 0.0220153050517
87.4165686767 0.0222656786673
87.518323061 0.0232094497945
87.7664585637 0.0237428634661
